Source,Source City,Source Country,Target,Target City,Target Country,Source Lat,Source Lon,Target Lat,Target Lon,Weight
ELM,Elmira/Corning,USA,CLE,Cleveland,USA,42.1599,-76.8916,41.4117,-81.8498,950
EWR,New York,USA,AVL,Asheville,USA,40.6925,-74.1686,35.4362,-82.5418,2959
IAH,Houston,USA,TUS,Tucson,USA,29.9844,-95.3414,32.1161,-110.941,7624
ICT,Wichita,USA,IAH,Houston,USA,37.6499,-97.4331,29.9844,-95.3414,4187
JAN,Jackson (US) MS,USA,IAH,Houston,USA,32.3112,-90.0759,29.9844,-95.3414,5524
IAH,Houston,USA,MOB,Mobile,USA,29.9844,-95.3414,30.6912,-88.2428,5279
IAH,Houston,USA,RDU,Raleigh/Durham,USA,29.9844,-95.3414,35.8776,-78.7875,12115
GSP,Greenville (US) SC,USA,EWR,New York,USA,34.8957,-82.2189,40.6925,-74.1686,4023
IAH,Houston,USA,TUL,Tulsa,USA,29.9844,-95.3414,36.1984,-95.8881,13096
CLE,Cleveland,USA,ATL,Atlanta,USA,41.4117,-81.8498,33.6367,-84.4281,33391
CLE,Cleveland,USA,GSP,Greenville (US) SC,USA,41.4117,-81.8498,34.8957,-82.2189,2411
CLE,Cleveland,USA,LAS,Las Vegas,USA,41.4117,-81.8498,36.0801,-115.152,18621
EWR,New York,USA,LEX,Lexington,USA,40.6925,-74.1686,38.0365,-84.6059,1300
HNL,Honolulu,USA,IAH,Houston,USA,21.3206,-157.924,29.9844,-95.3414,16604
IAH,Houston,USA,RIC,Richmond (US),USA,29.9844,-95.3414,37.5052,-77.3197,3074
IAH,Houston,USA,SNA,Santa Ana,USA,29.9844,-95.3414,33.6757,-117.868,16963
PHL,Philadelphia,USA,IAH,Houston,USA,39.8719,-75.2411,29.9844,-95.3414,27048
PHX,Phoenix,USA,EWR,New York,USA,33.4343,-112.012,40.6925,-74.1686,31062
IAH,Houston,USA,CLL,College Station,USA,29.9844,-95.3414,30.5886,-96.3638,4320
IAH,Houston,USA,COS,Colorado Springs,USA,29.9844,-95.3414,38.8058,-104.701,9280
LAS,Las Vegas,USA,IAH,Houston,USA,36.0801,-115.152,29.9844,-95.3414,37438
IAH,Houston,USA,IND,Indianapolis,USA,29.9844,-95.3414,39.7173,-86.2944,13516
EWR,New York,USA,BUF,Buffalo,USA,40.6925,-74.1686,42.9405,-78.7322,9625
JAX,Jacksonville (US) FL,USA,EWR,New York,USA,30.4941,-81.6879,40.6925,-74.1686,11353
LAX,Los Angeles,USA,CLE,Cleveland,USA,33.9425,-118.408,41.4117,-81.8498,13293
IAH,Houston,USA,MEM,Memphis,USA,29.9844,-95.3414,35.0424,-89.9767,23025
IAH,Houston,USA,MKE,Milwaukee,USA,29.9844,-95.3414,42.9472,-87.8966,4400
IAH,Houston,USA,SMF,Sacramento,USA,29.9844,-95.3414,38.6954,-121.591,10354
IAH,Houston,USA,TPA,Tampa,USA,29.9844,-95.3414,27.9755,-82.5332,24068
EWR,New York,USA,BDL,Hartford,USA,40.6925,-74.1686,41.9392,-72.6833,5948
LAN,Lansing,USA,CLE,Cleveland,USA,42.7787,-84.5874,41.4117,-81.8498,2033
IAH,Houston,USA,CAE,Columbia (US) SC,USA,29.9844,-95.3414,33.9388,-81.1195,2850
IAH,Houston,USA,DSM,Des Moines,USA,29.9844,-95.3414,41.534,-93.6631,2785
IAH,Houston,USA,HNL,Honolulu,USA,29.9844,-95.3414,21.3206,-157.924,16604
IAH,Houston,USA,JAX,Jacksonville (US) FL,USA,29.9844,-95.3414,30.4941,-81.6879,12218
IND,Indianapolis,USA,EWR,New York,USA,39.7173,-86.2944,40.6925,-74.1686,9699
LFT,Lafayette,USA,IAH,Houston,USA,30.2053,-91.9876,29.9844,-95.3414,13018
LIT,Little Rock,USA,IAH,Houston,USA,34.7294,-92.2243,29.9844,-95.3414,7100
PIT,Pittsburgh,USA,IAH,Houston,USA,40.4915,-80.2329,29.9844,-95.3414,20144
SAN,San Diego,USA,IAH,Houston,USA,32.7336,-117.19,29.9844,-95.3414,24524
LRD,Laredo,USA,IAH,Houston,USA,27.5438,-99.4616,29.9844,-95.3414,3862
MCI,Kansas City,USA,CLE,Cleveland,USA,39.2976,-94.7139,41.4117,-81.8498,5300
MDW,Chicago,USA,CLE,Cleveland,USA,41.7861,-87.7525,41.4117,-81.8498,37759
IAH,Houston,USA,OKC,Oklahoma City,USA,29.9844,-95.3414,35.3931,-97.6007,12988
SLC,Salt Lake City,USA,IAH,Houston,USA,40.7884,-111.978,29.9844,-95.3414,20797
SRQ,Sarasota/Bradenton,USA,EWR,New York,USA,27.3954,-82.5544,40.6925,-74.1686,3875
IND,Indianapolis,USA,CLE,Cleveland,USA,39.7173,-86.2944,41.4117,-81.8498,6260
LEX,Lexington,USA,CLE,Cleveland,USA,38.0365,-84.6059,41.4117,-81.8498,2379
IAH,Houston,USA,LEX,Lexington,USA,29.9844,-95.3414,38.0365,-84.6059,2837
MKE,Milwaukee,USA,EWR,New York,USA,42.9472,-87.8966,40.6925,-74.1686,11915
IAH,Houston,USA,SDF,Louisville,USA,29.9844,-95.3414,38.1744,-85.736,6000
IAH,Houston,USA,SJC,San Jose (US),USA,29.9844,-95.3414,37.3626,-121.929,12802
EWR,New York,USA,MSY,New Orleans,USA,40.6925,-74.1686,29.9934,-90.258,11456
DTW,Detroit,USA,EWR,New York,USA,42.2125,-83.3533,40.6925,-74.1686,45155
EWR,New York,USA,ATL,Atlanta,USA,40.6925,-74.1686,33.6367,-84.4281,96865
MCO,Orlando,USA,EWR,New York,USA,28.4294,-81.309,40.6925,-74.1686,53133
MDT,Harrisburg,USA,CLE,Cleveland,USA,40.1935,-76.7634,41.4117,-81.8498,3176
IAH,Houston,USA,MAF,Midland/odessa,USA,29.9844,-95.3414,31.9425,-102.202,7487
MSN,Madison,USA,CLE,Cleveland,USA,43.1399,-89.3375,41.4117,-81.8498,2473
MSP,Minneapolis/St Paul,USA,EWR,New York,USA,44.882,-93.2218,40.6925,-74.1686,39028
MSP,Minneapolis/St Paul,USA,IAH,Houston,USA,44.882,-93.2218,29.9844,-95.3414,36244
IAH,Houston,USA,SHV,Shreveport,USA,29.9844,-95.3414,32.4466,-93.8256,6795
MFE,Mcallen,USA,IAH,Houston,USA,26.1758,-98.2386,29.9844,-95.3414,21966
EWR,New York,USA,CLE,Cleveland,USA,40.6925,-74.1686,41.4117,-81.8498,22816
EWR,New York,USA,DTW,Detroit,USA,40.6925,-74.1686,42.2125,-83.3533,43730
JFK,New York,USA,CLE,Cleveland,USA,40.6397,-73.7789,41.4117,-81.8498,2123
LAS,Las Vegas,USA,EWR,New York,USA,36.0801,-115.152,40.6925,-74.1686,39534
EYW,Key West,USA,MCO,Orlando,USA,24.5561,-81.7596,28.4294,-81.309,4543
OKC,Oklahoma City,USA,EWR,New York,USA,35.3931,-97.6007,40.6925,-74.1686,2650
MLU,Monroe,USA,IAH,Houston,USA,32.5109,-92.0377,29.9844,-95.3414,3298
IAH,Houston,USA,DAY,Dayton,USA,29.9844,-95.3414,39.9024,-84.2194,2850
MSY,New Orleans,USA,CLE,Cleveland,USA,29.9934,-90.258,41.4117,-81.8498,2850
MSY,New Orleans,USA,IAH,Houston,USA,29.9934,-90.258,29.9844,-95.3414,47931
ORF,Norfolk,USA,EWR,New York,USA,36.8946,-76.2012,40.6925,-74.1686,7766
IAH,Houston,USA,ORF,Norfolk,USA,29.9844,-95.3414,36.8946,-76.2012,4512
PBI,West Palm Beach,USA,IAH,Houston,USA,26.6832,-80.0956,29.9844,-95.3414,9022
PHL,Philadelphia,USA,CLE,Cleveland,USA,39.8719,-75.2411,41.4117,-81.8498,15133
PHX,Phoenix,USA,IAH,Houston,USA,33.4343,-112.012,29.9844,-95.3414,47011
IAH,Houston,USA,VCT,Victoria (US),USA,29.9844,-95.3414,28.8526,-96.9185,2724
MOB,Mobile,USA,IAH,Houston,USA,30.6912,-88.2428,29.9844,-95.3414,5279
PBI,West Palm Beach,USA,EWR,New York,USA,26.6832,-80.0956,40.6925,-74.1686,20099
RIC,Richmond (US),USA,EWR,New York,USA,37.5052,-77.3197,40.6925,-74.1686,6838
RSW,Fort Myers,USA,CLE,Cleveland,USA,26.5362,-81.7552,41.4117,-81.8498,6691
EWR,New York,USA,MEM,Memphis,USA,40.6925,-74.1686,35.0424,-89.9767,15602
MCO,Orlando,USA,CLE,Cleveland,USA,28.4294,-81.309,41.4117,-81.8498,11739
MEM,Memphis,USA,IAH,Houston,USA,35.0424,-89.9767,29.9844,-95.3414,24203
IAD,Washington,USA,CLE,Cleveland,USA,38.9445,-77.4558,41.4117,-81.8498,9422
IAH,Houston,USA,AVL,Asheville,USA,29.9844,-95.3414,35.4362,-82.5418,1110
IAH,Houston,USA,BDL,Hartford,USA,29.9844,-95.3414,41.9392,-72.6833,3224
PNS,Pensacola,USA,IAH,Houston,USA,30.4734,-87.1866,29.9844,-95.3414,8520
PWM,Portland (US) ME,USA,EWR,New York,USA,43.6462,-70.3093,40.6925,-74.1686,7364
RIC,Richmond (US),USA,CLE,Cleveland,USA,37.5052,-77.3197,41.4117,-81.8498,4024
RSW,Fort Myers,USA,IAH,Houston,USA,26.5362,-81.7552,29.9844,-95.3414,6677
OAK,Oakland,USA,BWI,Baltimore,USA,37.7213,-122.221,39.1753,-76.6683,155
OMA,Omaha,USA,IAH,Houston,USA,41.3032,-95.8941,29.9844,-95.3414,9744
IAH,Houston,USA,ANC,Anchorage,USA,29.9844,-95.3414,61.1744,-149.996,5629
PIT,Pittsburgh,USA,MKE,Milwaukee,USA,40.4915,-80.2329,42.9472,-87.8966,6201
PLB,Plattsburgh,USA,BTV,Burlington (US) VT,USA,44.683333,-73.516667,44.4719,-73.1533,912
PWM,Portland (US) ME,USA,ALB,Albany (US) NY,USA,43.6462,-70.3093,42.7483,-73.8017,1900
PWM,Portland (US) ME,USA,CLE,Cleveland,USA,43.6462,-70.3093,41.4117,-81.8498,1750
RIC,Richmond (US),USA,IAH,Houston,USA,37.5052,-77.3197,29.9844,-95.3414,2950
IND,Indianapolis,USA,IAH,Houston,USA,39.7173,-86.2944,29.9844,-95.3414,12741
JAX,Jacksonville (US) FL,USA,IAH,Houston,USA,30.4941,-81.6879,29.9844,-95.3414,12207
PIT,Pittsburgh,USA,EWR,New York,USA,40.4915,-80.2329,40.6925,-74.1686,29353
PLB,Plattsburgh,USA,SLK,Saranac Lake,USA,44.683333,-73.516667,44.3853,-74.2062,836
PVD,Providence,USA,ALB,Albany (US) NY,USA,41.7326,-71.4204,42.7483,-73.8017,988
RDU,Raleigh/Durham,USA,IAH,Houston,USA,35.8776,-78.7875,29.9844,-95.3414,12065
ROC,Rochester (US) NY,USA,ALB,Albany (US) NY,USA,43.1189,-77.6724,42.7483,-73.8017,1824
SFO,San Francisco,USA,IAH,Houston,USA,37.619,-122.375,29.9844,-95.3414,34182
IAH,Houston,USA,VPS,Valparaiso,USA,29.9844,-95.3414,30.4832,-86.5254,2270
MKE,Milwaukee,USA,IAH,Houston,USA,42.9472,-87.8966,29.9844,-95.3414,4555
MCI,Kansas City,USA,MSP,Minneapolis/St Paul,USA,39.2976,-94.7139,44.882,-93.2218,24842
SAT,San Antonio,USA,IAH,Houston,USA,29.5337,-98.4698,29.9844,-95.3414,41914
SFO,San Francisco,USA,EWR,New York,USA,37.619,-122.375,40.6925,-74.1686,38605
IAH,Houston,USA,PDX,Portland (US) OR,USA,29.9844,-95.3414,45.5887,-122.598,10306
LEX,Lexington,USA,EWR,New York,USA,38.0365,-84.6059,40.6925,-74.1686,842
MAF,Midland/odessa,USA,IAH,Houston,USA,31.9425,-102.202,29.9844,-95.3414,7524
IAH,Houston,USA,BRO,Brownsville,USA,29.9844,-95.3414,25.9068,-97.4259,7700
IAH,Houston,USA,FLL,Fort Lauderdale,USA,29.9844,-95.3414,26.0726,-80.1527,25765
SDF,Louisville,USA,CLE,Cleveland,USA,38.1744,-85.736,41.4117,-81.8498,4749
LEX,Lexington,USA,IAH,Houston,USA,38.0365,-84.6059,29.9844,-95.3414,2850
MSP,Minneapolis/St Paul,USA,CLE,Cleveland,USA,44.882,-93.2218,41.4117,-81.8498,24983
OKC,Oklahoma City,USA,IAH,Houston,USA,35.3931,-97.6007,29.9844,-95.3414,12988
TUS,Tucson,USA,IAH,Houston,USA,32.1161,-110.941,29.9844,-95.3414,7624
TYS,Knoxville,USA,CLE,Cleveland,USA,35.811,-83.994,41.4117,-81.8498,1867
SYR,Syracuse,USA,CLE,Cleveland,USA,43.1112,-76.1063,41.4117,-81.8498,4161
TUL,Tulsa,USA,IAH,Houston,USA,36.1984,-95.8881,29.9844,-95.3414,13042
IAH,Houston,USA,OGG,Kahului,USA,29.9844,-95.3414,20.8986,-156.43,7285
MHT,Manchester (US),USA,EWR,New York,USA,42.9326,-71.4357,40.6925,-74.1686,7820
SNA,Santa Ana,USA,IAH,Houston,USA,33.6757,-117.868,29.9844,-95.3414,13646
TPA,Tampa,USA,EWR,New York,USA,27.9755,-82.5332,40.6925,-74.1686,22942
GSP,Greenville (US) SC,USA,CLE,Cleveland,USA,34.8957,-82.2189,41.4117,-81.8498,2242
SLK,Saranac Lake,USA,PLB,Plattsburgh,USA,44.3853,-74.2062,44.683333,-73.516667,836
SMF,Sacramento,USA,IAH,Houston,USA,38.6954,-121.591,29.9844,-95.3414,10354
TPA,Tampa,USA,IAH,Houston,USA,27.9755,-82.5332,29.9844,-95.3414,23405
IAH,Houston,USA,MCI,Kansas City,USA,29.9844,-95.3414,39.2976,-94.7139,14742
MHT,Manchester (US),USA,CLE,Cleveland,USA,42.9326,-71.4357,41.4117,-81.8498,5087
PVD,Providence,USA,CLE,Cleveland,USA,41.7326,-71.4204,41.4117,-81.8498,5350
RIC,Richmond (US),USA,ORF,Norfolk,USA,37.5052,-77.3197,36.8946,-76.2012,666
RSW,Fort Myers,USA,EWR,New York,USA,26.5362,-81.7552,40.6925,-74.1686,8445
PDX,Portland (US) OR,USA,EWR,New York,USA,45.5887,-122.598,40.6925,-74.1686,8339
TYS,Knoxville,USA,EWR,New York,USA,35.811,-83.994,40.6925,-74.1686,2798
OMA,Omaha,USA,EWR,New York,USA,41.3032,-95.8941,40.6925,-74.1686,2850
ORF,Norfolk,USA,IAH,Houston,USA,36.8946,-76.2012,29.9844,-95.3414,4582
HPN,Westchester County,USA,ROC,Rochester (US) NY,USA,41.067,-73.7076,43.1189,-77.6724,1292
SDF,Louisville,USA,IAH,Houston,USA,38.1744,-85.736,29.9844,-95.3414,6000
SJC,San Jose (US),USA,IAH,Houston,USA,37.3626,-121.929,29.9844,-95.3414,12802
ORF,Norfolk,USA,RIC,Richmond (US),USA,36.8946,-76.2012,37.5052,-77.3197,387
ROC,Rochester (US) NY,USA,EWR,New York,USA,43.1189,-77.6724,40.6925,-74.1686,7235
SAT,San Antonio,USA,CLE,Cleveland,USA,29.5337,-98.4698,41.4117,-81.8498,2900
SDF,Louisville,USA,EWR,New York,USA,38.1744,-85.736,40.6925,-74.1686,4424
MCO,Orlando,USA,EYW,Key West,USA,28.4294,-81.309,24.5561,-81.7596,4619
MDT,Harrisburg,USA,AVP,Wilkes-Barre,USA,40.1935,-76.7634,41.3385,-75.7234,38
PHL,Philadelphia,USA,EWR,New York,USA,39.8719,-75.2411,40.6925,-74.1686,3616
MHT,Manchester (US),USA,ALB,Albany (US) NY,USA,42.9326,-71.4357,42.7483,-73.8017,1900
IAH,Houston,USA,SEA,Seattle,USA,29.9844,-95.3414,47.449,-122.309,26309
SHV,Shreveport,USA,IAH,Houston,USA,32.4466,-93.8256,29.9844,-95.3414,6795
SLC,Salt Lake City,USA,EWR,New York,USA,40.7884,-111.978,40.6925,-74.1686,13158
SNA,Santa Ana,USA,EWR,New York,USA,33.6757,-117.868,40.6925,-74.1686,13234
SAN,San Diego,USA,EWR,New York,USA,32.7336,-117.19,40.6925,-74.1686,13986
SEA,Seattle,USA,BFI,Seattle,USA,47.449,-122.309,47.53,-122.302,155
PDX,Portland (US) OR,USA,IAH,Houston,USA,45.5887,-122.598,29.9844,-95.3414,10306
IAH,Houston,USA,JFK,New York,USA,29.9844,-95.3414,40.6397,-73.7789,3224
SAV,Savannah,USA,EWR,New York,USA,32.1276,-81.2021,40.6925,-74.1686,3396
VCT,Victoria (US),USA,IAH,Houston,USA,28.8526,-96.9185,29.9844,-95.3414,2674
OGG,Kahului,USA,IAH,Houston,USA,20.8986,-156.43,29.9844,-95.3414,7285
PHX,Phoenix,USA,CLE,Cleveland,USA,33.4343,-112.012,41.4117,-81.8498,20646
MBS,Saginaw,USA,CLE,Cleveland,USA,43.5329,-84.0796,41.4117,-81.8498,1653
MCI,Kansas City,USA,IAH,Houston,USA,39.2976,-94.7139,29.9844,-95.3414,14742
SFO,San Francisco,USA,CLE,Cleveland,USA,37.619,-122.375,41.4117,-81.8498,6138
ALB,Albany (US) NY,USA,BTV,Burlington (US) VT,USA,42.7483,-73.8017,44.4719,-73.1533,1140
MSY,New Orleans,USA,EWR,New York,USA,29.9934,-90.258,40.6925,-74.1686,11456
ONT,Ontario,USA,SFO,San Francisco,USA,34.056,-117.601,37.619,-122.375,155
VPS,Valparaiso,USA,IAH,Houston,USA,30.4832,-86.5254,29.9844,-95.3414,2270
JAX,Jacksonville (US) FL,USA,TPA,Tampa,USA,30.4941,-81.6879,27.9755,-82.5332,9709
JFK,New York,USA,IAH,Houston,USA,40.6397,-73.7789,29.9844,-95.3414,3224
LAS,Las Vegas,USA,CLE,Cleveland,USA,36.0801,-115.152,41.4117,-81.8498,19241
BTV,Burlington (US) VT,USA,ALB,Albany (US) NY,USA,44.4719,-73.1533,42.7483,-73.8017,1216
BWI,Baltimore,USA,HPN,Westchester County,USA,39.1753,-76.6683,41.067,-73.7076,1254
CLE,Cleveland,USA,DCA,Washington,USA,41.4117,-81.8498,38.8522,-77.0378,6959
ALB,Albany (US) NY,USA,BUF,Buffalo,USA,42.7483,-73.8017,42.9405,-78.7322,4610
MDW,Chicago,USA,EWR,New York,USA,41.7861,-87.7525,40.6925,-74.1686,27352
MEM,Memphis,USA,EWR,New York,USA,35.0424,-89.9767,40.6925,-74.1686,15498
SAN,San Diego,USA,CLE,Cleveland,USA,32.7336,-117.19,41.4117,-81.8498,3844
SEA,Seattle,USA,IAH,Houston,USA,47.449,-122.309,29.9844,-95.3414,25593
SRQ,Sarasota/Bradenton,USA,TPA,Tampa,USA,27.3954,-82.5544,27.9755,-82.5332,496
TPA,Tampa,USA,SRQ,Sarasota/Bradenton,USA,27.9755,-82.5332,27.3954,-82.5544,496
CLE,Cleveland,USA,ERI,Erie,USA,41.4117,-81.8498,42.0831,-80.1739,2109
CLE,Cleveland,USA,SEA,Seattle,USA,41.4117,-81.8498,47.449,-122.309,4681
ALB,Albany (US) NY,USA,MDT,Harrisburg,USA,42.7483,-73.8017,40.1935,-76.7634,950
CMH,Columbus (US) OH,USA,IAH,Houston,USA,39.998,-82.8919,29.9844,-95.3414,12529
DCA,Washington,USA,CLE,Cleveland,USA,38.8522,-77.0378,41.4117,-81.8498,6939
BOS,Boston,USA,MKE,Milwaukee,USA,42.3643,-71.0052,42.9472,-87.8966,16067
BTV,Burlington (US) VT,USA,CLE,Cleveland,USA,44.4719,-73.1533,41.4117,-81.8498,2250
BUF,Buffalo,USA,ALB,Albany (US) NY,USA,42.9405,-78.7322,42.7483,-73.8017,4610
CLE,Cleveland,USA,BTV,Burlington (US) VT,USA,41.4117,-81.8498,44.4719,-73.1533,2250
ERI,Erie,USA,CLE,Cleveland,USA,42.0831,-80.1739,41.4117,-81.8498,2109
ROC,Rochester (US) NY,USA,HPN,Westchester County,USA,43.1189,-77.6724,41.067,-73.7076,1273
CLE,Cleveland,USA,ISP,Long Island Macarthur,USA,41.4117,-81.8498,40.7952,-73.1002,2811
CLE,Cleveland,USA,MEM,Memphis,USA,41.4117,-81.8498,35.0424,-89.9767,3311
CLE,Cleveland,USA,ORF,Norfolk,USA,41.4117,-81.8498,36.8946,-76.2012,3159
EWR,New York,USA,PVD,Providence,USA,40.6925,-74.1686,41.7326,-71.4204,7820
SYR,Syracuse,USA,ELM,Elmira/Corning,USA,43.1112,-76.1063,42.1599,-76.8916,38
TPA,Tampa,USA,CLE,Cleveland,USA,27.9755,-82.5332,41.4117,-81.8498,8714
TPA,Tampa,USA,JAX,Jacksonville (US) FL,USA,27.9755,-82.5332,30.4941,-81.6879,9709
EYW,Key West,USA,TPA,Tampa,USA,24.5561,-81.7596,27.9755,-82.5332,6726
EWR,New York,USA,MSN,Madison,USA,40.6925,-74.1686,43.1399,-89.3375,2164
ALB,Albany (US) NY,USA,BGR,Bangor,USA,42.7483,-73.8017,44.8074,-68.8281,1254
HPN,Westchester County,USA,BWI,Baltimore,USA,41.067,-73.7076,39.1753,-76.6683,1254
IAH,Houston,USA,CMH,Columbus (US) OH,USA,29.9844,-95.3414,39.998,-82.8919,12529
EWR,New York,USA,XNA,Fayetteville (US) AR,USA,40.6925,-74.1686,36.2819,-94.3068,2450
AMA,Amarillo,USA,IAH,Houston,USA,35.2194,-101.706,29.9844,-95.3414,5534
BGR,Bangor,USA,ALB,Albany (US) NY,USA,44.8074,-68.8281,42.7483,-73.8017,1254
BOS,Boston,USA,HPN,Westchester County,USA,42.3643,-71.0052,41.067,-73.7076,3059
BUF,Buffalo,USA,CLE,Cleveland,USA,42.9405,-78.7322,41.4117,-81.8498,5537
CLE,Cleveland,USA,BUF,Buffalo,USA,41.4117,-81.8498,42.9405,-78.7322,5337
CLE,Cleveland,USA,RDU,Raleigh/Durham,USA,41.4117,-81.8498,35.8776,-78.7875,5150
IAH,Houston,USA,RNO,Reno,USA,29.9844,-95.3414,39.4991,-119.768,8649
CVG,Cincinnati,USA,PIT,Pittsburgh,USA,39.0488,-84.6678,40.4915,-80.2329,13360
DAB,Daytona Beach,USA,EWR,New York,USA,29.1799,-81.0581,40.6925,-74.1686,3100
EWR,New York,USA,DAB,Daytona Beach,USA,40.6925,-74.1686,29.1799,-81.0581,3100
IAH,Houston,USA,SAV,Savannah,USA,29.9844,-95.3414,32.1276,-81.2021,3000
IAH,Houston,USA,TYS,Knoxville,USA,29.9844,-95.3414,35.811,-83.994,4450
IAH,Houston,USA,XNA,Fayetteville (US) AR,USA,29.9844,-95.3414,36.2819,-94.3068,4824
ISP,Long Island Macarthur,USA,CLE,Cleveland,USA,40.7952,-73.1002,41.4117,-81.8498,2811
EWR,New York,USA,MDW,Chicago,USA,40.6925,-74.1686,41.7861,-87.7525,27197
EWR,New York,USA,LGA,New York,USA,40.6925,-74.1686,40.775,-73.875,620
EWR,New York,USA,SAT,San Antonio,USA,40.6925,-74.1686,29.5337,-98.4698,3120
PVD,Providence,USA,EWR,New York,USA,41.7326,-71.4204,40.6925,-74.1686,7755
RNO,Reno,USA,IAH,Houston,USA,39.4991,-119.768,29.9844,-95.3414,8649
ALB,Albany (US) NY,USA,EWR,New York,USA,42.7483,-73.8017,40.6925,-74.1686,4650
SEA,Seattle,USA,CLE,Cleveland,USA,47.449,-122.309,41.4117,-81.8498,4681
MDT,Harrisburg,USA,ALB,Albany (US) NY,USA,40.1935,-76.7634,42.7483,-73.8017,912
MEM,Memphis,USA,CLE,Cleveland,USA,35.0424,-89.9767,41.4117,-81.8498,3077
HSV,Huntsville,USA,IAH,Houston,USA,34.6372,-86.7751,29.9844,-95.3414,2887
HPN,Westchester County,USA,BOS,Boston,USA,41.067,-73.7076,42.3643,-71.0052,3059
IAH,Houston,USA,AMA,Amarillo,USA,29.9844,-95.3414,35.2194,-101.706,5534
TPA,Tampa,USA,ATL,Atlanta,USA,27.9755,-82.5332,33.6367,-84.4281,104642
TPA,Tampa,USA,EYW,Key West,USA,27.9755,-82.5332,24.5561,-81.7596,6498
MSN,Madison,USA,EWR,New York,USA,43.1399,-89.3375,40.6925,-74.1686,2112
ORF,Norfolk,USA,CLE,Cleveland,USA,36.8946,-76.2012,41.4117,-81.8498,3109
IAH,Houston,USA,HSV,Huntsville,USA,29.9844,-95.3414,34.6372,-86.7751,2887
IAH,Houston,USA,ILE,Killeen,USA,29.9844,-95.3414,31.0858,-97.6865,3330
IAH,Houston,USA,LBB,Lubbock,USA,29.9844,-95.3414,33.6636,-101.823,6150
IAH,Houston,USA,ONT,Ontario,USA,29.9844,-95.3414,34.056,-117.601,9207
IAH,Houston,USA,PSP,Palm Springs,USA,29.9844,-95.3414,33.8297,-116.507,3100
ILE,Killeen,USA,IAH,Houston,USA,31.0858,-97.6865,29.9844,-95.3414,3330
ALB,Albany (US) NY,USA,ISP,Long Island Macarthur,USA,42.7483,-73.8017,40.7952,-73.1002,2812
ATL,Atlanta,USA,FLL,Fort Lauderdale,USA,33.6367,-84.4281,26.0726,-80.1527,95920
BFI,Seattle,USA,SFO,San Francisco,USA,47.53,-122.302,37.619,-122.375,155
LBB,Lubbock,USA,IAH,Houston,USA,33.6636,-101.823,29.9844,-95.3414,6150
LGA,New York,USA,EWR,New York,USA,40.775,-73.875,40.6925,-74.1686,310
BWI,Baltimore,USA,BFI,Seattle,USA,39.1753,-76.6683,47.53,-122.302,155
CLE,Cleveland,USA,TOL,Toledo,USA,41.4117,-81.8498,41.5868,-83.8078,2033
MSP,Minneapolis/St Paul,USA,BWI,Baltimore,USA,44.882,-93.2218,39.1753,-76.6683,22319
OAK,Oakland,USA,SFO,San Francisco,USA,37.7213,-122.221,37.619,-122.375,155
ONT,Ontario,USA,IAH,Houston,USA,34.056,-117.601,29.9844,-95.3414,9207
PSP,Palm Springs,USA,IAH,Houston,USA,33.8297,-116.507,29.9844,-95.3414,3100
RDU,Raleigh/Durham,USA,CLE,Cleveland,USA,35.8776,-78.7875,41.4117,-81.8498,5150
EFD,Houston,USA,IAH,Houston,USA,29.6073,-95.1588,29.9844,-95.3414,5982
EWR,New York,USA,ALB,Albany (US) NY,USA,40.6925,-74.1686,42.7483,-73.8017,4650
RSW,Fort Myers,USA,TPA,Tampa,USA,26.5362,-81.7552,27.9755,-82.5332,496
SAV,Savannah,USA,IAH,Houston,USA,32.1276,-81.2021,29.9844,-95.3414,3000
SAT,San Antonio,USA,EWR,New York,USA,29.5337,-98.4698,40.6925,-74.1686,3120
SFO,San Francisco,USA,OAK,Oakland,USA,37.619,-122.375,37.7213,-122.221,465
TPA,Tampa,USA,RSW,Fort Myers,USA,27.9755,-82.5332,26.5362,-81.7552,496
TYS,Knoxville,USA,IAH,Houston,USA,35.811,-83.994,29.9844,-95.3414,4450
XNA,Fayetteville (US) AR,USA,EWR,New York,USA,36.2819,-94.3068,40.6925,-74.1686,2450
XNA,Fayetteville (US) AR,USA,IAH,Houston,USA,36.2819,-94.3068,29.9844,-95.3414,4824
EWR,New York,USA,HNL,Honolulu,USA,40.6925,-74.1686,21.3206,-157.924,7390
EWR,New York,USA,MCI,Kansas City,USA,40.6925,-74.1686,39.2976,-94.7139,5500
EWR,New York,USA,OAK,Oakland,USA,40.6925,-74.1686,37.7213,-122.221,4619
HNL,Honolulu,USA,EWR,New York,USA,21.3206,-157.924,40.6925,-74.1686,7390
IAH,Houston,USA,EFD,Houston,USA,29.9844,-95.3414,29.6073,-95.1588,5995
IAH,Houston,USA,MTJ,Montrose,USA,29.9844,-95.3414,38.5098,-107.894,1550
ISP,Long Island Macarthur,USA,ALB,Albany (US) NY,USA,40.7952,-73.1002,42.7483,-73.8017,2812
MCI,Kansas City,USA,EWR,New York,USA,39.2976,-94.7139,40.6925,-74.1686,5500
MTJ,Montrose,USA,IAH,Houston,USA,38.5098,-107.894,29.9844,-95.3414,1550
OAK,Oakland,USA,EWR,New York,USA,37.7213,-122.221,40.6925,-74.1686,4619
ALB,Albany (US) NY,USA,SLK,Saranac Lake,USA,42.7483,-73.8017,44.3853,-74.2062,1482
